neighbourhood,room_type,accommodates,bedrooms,beds,price,availability_30,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,140,29,9,100,f,strict,0.22
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,70,25,14,91,f,strict,1.83
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,120,0,1,100,f,flexible,0.21
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,70,6,35,95,f,flexible,1.63
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,130,0,3,100,f,flexible,0.54
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,59,28,3,80,f,flexible,3
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,2,75,0,5,100,f,flexible,0.27
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,2,68,5,20,84,f,flexible,2.74
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,95,0,6,90,f,flexible,0.37
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,2,115,0,2,100,f,flexible,0.66
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,90,15,1,100,f,flexible,1
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,150,12,22,88,f,strict,1.84
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,90,20,98,99,f,moderate,3.45
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,120,0,15,100,f,strict,0.92
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,85,1,3,96,f,moderate,0.09
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,60,0,5,92,f,moderate,1.33
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,2,85,3,1,100,f,moderate,1
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Shared room,2,1,1,50,18,8,97,f,flexible,6.86
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,85,0,2,90,f,flexible,2
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,4,1,2,54,20,53,89,f,flexible,3.05
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,49,4,23,97,t,flexible,4.93
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,129,0,16,98,f,moderate,1.35
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,110,0,34,93,f,moderate,1.16
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,150,0,3,87,f,strict,0.28
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,55,8,8,95,f,strict,0.64
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,168,0,31,97,f,moderate,2.43
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,90,8,6,100,t,flexible,4.19
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,109,15,2,100,f,flexible,0.36
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,85,6,9,96,t,moderate,0.76
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,120,6,1,100,f,flexible,0.22
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,104,9,19,97,f,strict,1.38
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,100,4,1,80,f,flexible,1
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,89,0,1,100,f,moderate,1
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,67,0,22,95,f,moderate,0.69
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,3,1,2,89,17,40,98,t,moderate,7.1
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,2,63,17,13,78,f,flexible,3.75
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,59,4,92,94,t,flexible,7.23
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,69,1,6,97,f,moderate,5.45
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Shared room,1,1,1,25,0,1,100,f,flexible,0.09
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,60,0,12,90,f,flexible,0.41
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,1,149,0,5,100,f,moderate,1.97
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,5,1,1,136,0,1,80,f,moderate,0.33
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,95,13,13,95,t,moderate,2.23
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,95,0,10,92,f,moderate,0.97
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,80,1,2,100,f,moderate,0.82
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,2,101,0,4,100,f,flexible,0.91
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,90,22,12,88,f,moderate,2.18
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Shared room,1,1,1,40,10,105,92,f,moderate,2.53
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,75,15,7,97,f,strict,7
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,70,26,33,95,f,strict,2.83
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,85,16,13,95,f,moderate,0.81
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,70,27,1,100,f,flexible,1
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,109,4,25,98,t,strict,2.38
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,2,98,0,1,60,f,flexible,0.55
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,80,0,2,100,f,strict,0.17
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,65,0,1,80,f,flexible,0.45
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,65,10,113,92,f,moderate,3.04
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,152,0,12,93,f,moderate,0.39
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,135,0,64,97,f,strict,2.34
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,125,0,22,98,f,flexible,1.34
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,143,0,32,94,f,moderate,1.01
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,149,30,8,100,f,flexible,0.48
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,100,0,9,100,f,flexible,0.34
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,2,115,0,3,60,f,flexible,3
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,90,0,4,95,f,strict,0.16
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,103,2,45,92,f,strict,1.32
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,80,22,10,100,f,flexible,0.39
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,100,20,14,90,f,moderate,2.22
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,75,0,30,94,f,moderate,2.21
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,115,0,6,100,f,flexible,0.41
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Shared room,2,1,1,48,30,4,100,f,flexible,0.63
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,120,0,4,90,f,moderate,1.97
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,1,117,19,15,91,f,moderate,0.44
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,80,0,3,100,f,flexible,3
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,125,0,5,96,t,moderate,0.85
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,3,1,1,75,14,1,100,f,strict,1
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,125,16,16,90,f,moderate,1.76
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,75,1,8,100,f,flexible,3.43
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,90,0,2,90,t,flexible,0.17
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,115,8,14,96,f,moderate,4.62
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,75,1,25,98,f,moderate,0.64
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,45,0,3,93,f,flexible,0.62
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,4,1,1,90,7,1,57,f,moderate,0.07
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,65,0,2,100,f,flexible,0.66
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Shared room,2,1,1,49,17,5,100,f,moderate,5
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,150,0,1,100,f,flexible,1
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,56,14,4,100,f,flexible,1.94
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,7,1,3,178,22,3,100,f,flexible,0.99
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,99,0,27,99,f,flexible,1.12
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,100,0,4,87,f,flexible,1.64
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,55,12,1,100,t,flexible,1
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,79,20,4,100,f,flexible,4
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,85,3,38,96,f,strict,1.19
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,2,105,1,3,100,f,strict,0.66
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,70,0,2,80,f,flexible,1.22
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,4,1,2,99,0,12,98,f,flexible,1.13
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,125,0,9,96,f,moderate,1.48
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,100,12,6,100,f,strict,2.9
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,119,30,3,90,f,moderate,0.09
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,75,1,8,100,f,flexible,1.88
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,2,160,27,1,100,t,strict,0.08
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,118,1,206,92,f,strict,2.78
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,75,0,2,100,f,flexible,0.91
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,59,0,1,100,f,flexible,0.77
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,82,0,25,97,f,flexible,3.11
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,2,120,8,8,98,f,flexible,1.01
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,110,3,15,91,f,strict,0.5
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,180,6,1,100,f,moderate,0.39
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,65,0,8,85,f,flexible,2.33
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,5,1,2,125,21,24,85,f,strict,0.83
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,1,1,1,100,30,2,60,f,moderate,0.43
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,99,15,175,91,f,strict,2.66
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,109,2,20,96,f,moderate,0.77
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,2,100,0,8,85,f,flexible,1.8
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,100,15,6,100,f,moderate,1.29
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,1,140,0,3,100,f,moderate,1.01
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,70,0,2,100,f,strict,1.05
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,1,98,14,24,96,f,flexible,1.37
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,90,19,11,89,f,flexible,2.97
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,100,2,18,94,t,strict,1.24
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,60,0,4,95,f,strict,0.37
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,130,6,6,100,f,flexible,2
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,250,0,1,100,f,moderate,0.06
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,99,11,14,85,f,strict,0.69
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,69,11,3,93,f,flexible,3
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,85,0,35,95,f,flexible,1.23
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,85,0,4,100,f,strict,0.46
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,2,150,30,6,100,f,strict,0.43
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,145,9,66,94,f,moderate,3.68
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,100,0,4,75,f,flexible,0.38
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,89,21,56,92,f,moderate,5.08
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,100,29,1,80,f,strict,0.18
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,149,15,2,100,f,strict,0.12
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,119,3,38,96,f,strict,6.51
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,100,29,6,60,f,strict,0.37
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,109,5,84,95,t,strict,3.36
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,100,28,16,100,t,strict,1.24
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,150,0,1,80,f,flexible,0.33
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,130,0,4,100,f,moderate,0.26
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,2,110,0,5,84,f,moderate,0.95
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,3,1,1,60,0,3,67,f,flexible,2.14
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,72,23,8,97,f,flexible,0.46
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,1,99,15,2,100,f,moderate,2
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,95,5,21,97,t,moderate,5.25
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,60,10,6,100,f,strict,0.43
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,100,0,14,98,f,strict,0.54
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,60,0,3,87,f,flexible,0.83
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,150,6,3,100,f,flexible,0.88
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,3,119,7,52,93,f,moderate,2.03
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,199,3,2,90,f,moderate,0.97
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,139,0,20,86,f,strict,0.69
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,45,0,2,100,f,flexible,1.07
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,115,1,2,90,f,strict,0.39
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,75,0,12,80,f,flexible,1.01
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,5,1,1,120,7,92,93,f,strict,2.69
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,119,4,1,100,f,moderate,1
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,96,0,4,95,f,strict,2.14
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,139,0,14,91,f,flexible,1.18
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,65,0,6,100,t,flexible,0.13
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,190,22,5,92,f,strict,0.36
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,85,0,15,89,t,strict,1.34
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,80,3,96,98,f,moderate,2.42
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Shared room,2,1,1,66,23,46,92,t,strict,4.35
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,35,30,9,85,t,strict,0.14
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,80,28,9,100,f,moderate,0.55
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,5,1,2,85,0,4,98,f,moderate,0.19
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,100,13,16,94,f,strict,1.12
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,109,11,15,99,f,strict,3.75
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,129,30,11,87,f,strict,0.4
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,120,27,18,96,f,flexible,1.1
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,95,1,5,96,f,flexible,0.88
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,1,189,26,35,95,f,moderate,0.8
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,200,30,1,100,f,flexible,0.19
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,31,0,3,93,f,flexible,0.6
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,80,3,2,100,f,strict,0.2
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,90,0,12,95,f,moderate,0.79
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,50,0,1,100,f,strict,0.12
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,75,14,1,80,f,strict,1
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,4,1,3,100,9,1,100,f,flexible,0.43
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,50,0,1,100,f,flexible,0.23
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,1,109,11,106,90,f,moderate,1.87
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,55,20,34,95,f,moderate,3.19
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,60,1,3,87,f,flexible,2.57
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,125,0,11,89,f,flexible,0.8
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Shared room,1,1,1,49,0,8,93,f,flexible,1.71
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,105,0,3,93,f,moderate,0.23
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,1,115,3,13,91,f,strict,2.12
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,3,144,0,5,100,f,moderate,0.83
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,1,1,1,90,1,7,93,f,strict,0.33
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,3,155,24,4,70,f,strict,0.88
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,2,125,5,19,98,f,flexible,7.04
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,119,0,25,96,f,moderate,0.46
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,1,105,2,4,55,f,flexible,0.85
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,50,7,26,93,f,flexible,3.24
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,79,2,31,97,f,moderate,0.98
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,3,109,6,13,100,f,flexible,7.09
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,2,90,0,4,95,f,strict,1.32
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,55,0,16,99,f,moderate,0.79
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,65,19,5,92,t,moderate,1.09
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,87,0,3,87,f,flexible,0.54
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,80,5,30,98,f,moderate,1.64
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,105,20,142,91,f,strict,2.41
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,95,11,184,91,f,strict,3.31
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,2,75,30,7,100,f,flexible,3.39
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,115,0,6,90,f,strict,0.36
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,1,85,0,2,100,f,flexible,0.26
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,125,0,37,98,f,strict,3.98
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,64,5,46,93,f,moderate,4.78
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,4,1,1,104,28,2,100,f,flexible,1.82
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,99,18,55,99,f,strict,3.87
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,111,26,7,97,f,flexible,1.12
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,126,0,4,95,f,flexible,1.32
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,1,1,1,90,0,1,100,f,flexible,1
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,120,0,15,95,f,flexible,0.72
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,65,6,4,100,f,flexible,3.64
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,65,0,35,97,f,flexible,1.23
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,5,1,3,120,0,7,95,t,moderate,2.76
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,80,11,30,96,f,moderate,2.49
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,105,0,16,94,f,strict,0.65
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,140,10,4,100,f,strict,0.37
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,50,0,8,83,f,flexible,0.84
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,2,1,1,140,7,19,94,f,strict,0.63
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,2,1,1,110,10,10,100,f,strict,0.7
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,99,19,77,85,f,moderate,3.47
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,3,1,1,129,0,10,92,f,moderate,1.83
